Date,Avg. Hum (%),Avg. Temp. (Celcius),Max. Temp. (Celcius),Min. Temp. (Celcius),Total Rainfall (mm),Wind Speed (Knots),Total Sunshine Hrs.,SO2 (ppb),NO2 (ppb),CO (ppm),O3 (ppb),PM2.5 (ug/m3),PM10 (ug/m3)
9/23/2013,77,30.6,34.2,27.2,0,0,5.5,8.184,2.149,3.916,1.288,68.151,145.764
9/24/2013,81,30.2,35,28.4,0,2,2.9,7.628,1.834,3.64,1.389,65.61,164.426
9/25/2013,90,27.4,31.6,28.1,27,0,0.5,7.805,1.986,3.715,1.256,61.192,111.151
9/26/2013,84,28.3,33.5,25.7,1,2,3.6,7.807,2.074,3.993,1.294,65.265,101.85
9/27/2013,81,28.7,33.5,26,20,4,4.8,7.202,2.081,3.639,1.366,59.397,117.839
9/28/2013,84,28.4,30.5,26,0,0,0,8.797,2.658,3.624,1.221,56.838,105.151
9/29/2013,86,26.8,30.1,26.6,1,2,0.8,6.15,2.142,3.12,1.244,17.055,34.162
9/30/2013,84,26.6,29.6,24.2,2,2.3,1.4,5.912,2.935,3.22,1.225,21.17,35.65
10/1/2013,79,28.5,33.6,25.1,5,2,3.4,7.752,3.442,3.663,1.303,42.928,70.128
10/2/2013,72,30,35,25.6,0,2.5,8.1,6.763,2.464,3.848,1.444,66.479,141.54
10/3/2013,79,28.1,31.7,24.8,0,2,5.5,6.612,2.665,3.301,1.168,29.029,61.793
10/4/2013,90,25.9,28.5,25,4,2,0.1,6.615,2.149,3.383,1.138,27.453,49.888
10/5/2013,90,26.6,30.5,24.5,30,2,0.8,6.211,1.704,3.273,1.098,25.544,45.378
10/6/2013,88,26.3,29,24.7,13,2,0.2,6.369,1.833,3.317,1.135,31.875,59.595
10/7/2013,88,26.9,31.2,24.5,3,0,2.4,7.519,1.559,3.534,1.395,42.314,61.628
10/8/2013,76,27.9,32.3,25.3,1,2,7.1,4.786,0.432,2.432,1.543,40.546,64.841
10/9/2013,75,28.3,32.4,24.4,0,2,5.2,0.693,0.072,0.854,1.251,38.005,67.281
10/10/2013,70,29.2,34,25.6,0,2,8.9,1.315,0.104,1.291,1.539,60.043,102.852
10/11/2013,69,29.4,34.7,24.3,0,2,8.8,1.65,0.082,1.431,1.725,89.321,164.816
10/12/2013,77,28.9,35.2,25.4,0,2,5.5,1.313,0.497,1.095,1.147,59.795,97.295
10/13/2013,72,29,32.2,25.8,4,3.2,4.8,1.039,0,0.829,0.82,32.122,62.888
10/14/2013,71,29.3,33.2,26.4,1,2.7,7.8,0.317,0,0.556,0.57,22.594,50.873
10/15/2013,80,28,33.4,26.7,0,3,4.8,0.169,0,0.63,0,27.788,48.819
10/16/2013,82,27.6,31.4,25.2,6,2,2.8,0.477,0,1.125,0,51.742,59.789
10/17/2013,80,28.7,33.3,25.5,1,0,4.1,1.27,0,1.501,0,70.676,87.308
10/18/2013,73,29.4,34,25.3,0,0,6,0.507,0,1.015,0,54.833,74.526
10/19/2013,72,29.6,34.5,25.4,0,2,8,0.449,0,1.01,0,59.34,88.198
10/20/2013,78,27.4,33.2,26,0,2,6.1,0.544,0.76,0.97,1.638,54.459,77.272
10/21/2013,88,25.4,30.7,24.2,3,4,2.5,2.207,27.666,0.986,8.559,189.959,53.331
10/22/2013,90,24.9,28,23.3,35,0,0,2.894,24.613,1.3,9.662,41.05,58.561
10/23/2013,86,25.4,28.5,23,13,0,0.1,3.202,21.93,1.184,10.259,46.588,69.994
10/24/2013,79,27.4,32.5,23.5,0,0,6.3,3.032,27.004,1.217,12.459,331.013,78.717
10/25/2013,91,24.4,26.1,22.4,0,2,0,4.468,20.193,0.973,11.348,38.348,65.942
10/26/2013,88,23.4,24.6,22.8,11,2.3,0,2.667,17.929,0.831,9.916,22.833,19.804
10/27/2013,81,24.9,28,22.2,1,2,2.1,3.951,18.466,1.147,12.126,28.986,34.282
10/28/2013,76,26,30.6,23.2,0,2,7.3,3.161,10.969,0.856,17.069,37.64,72.67
10/29/2013,73,26.8,31.6,22.8,0,2,7.8,4.381,14.145,0.804,20.635,47.007,86.647
10/30/2013,67,25.5,31.5,22.4,0,2,7.3,6.526,25.873,1.192,20.959,111.261,227.776
10/31/2013,67,25.4,31.5,20.1,0,2,6.7,7.773,42.558,1.631,21.265,163.184,354.932
11/1/2013,69,25,30.9,21,0,2,6.3,7.604,31.965,1.106,21.826,131.075,240.245
11/2/2013,70,25.4,31,20.9,0,2,7.5,9.118,36.985,1.459,19.096,136.5,338.926
11/3/2013,72,26.1,31.5,21.5,0,0,5.9,8.12,31.98,1.203,19.328,121.23,234.795
11/4/2013,81,24.4,30.2,22.3,0,0,1.9,8.273,26.748,1.005,13.426,110.35,151.925
11/5/2013,73,24.4,29.4,20.8,0,2,4,7.921,37.415,2.498,15.774,104.987,143.057
11/6/2013,74,24,29.6,19.2,0,2,6.3,9.014,51.555,1.956,14.182,115.185,181.35
11/7/2013,69,24.5,31,19.4,0,2,7.2,9.212,45.82,1.499,10.308,91.153,155.967
11/8/2013,69,24.5,30.5,18.5,0,2,5.7,7.589,31.444,1.232,11.384,61.733,103.541
11/9/2013,68,24.7,31,18.5,0,0,8.7,2.695,33.57,1.041,10.943,60.985,112.52
11/10/2013,66,25.4,31.5,19.5,0,2,8.9,3.131,46.874,1.189,15.256,79.321,141.985
11/11/2013,58,25.2,30.8,20.4,0,2,8.9,2.724,35.705,0.905,15.333,56.106,102.692
11/12/2013,52,24.2,30.1,19.5,0,2.5,8.9,2.871,40.108,0.737,16.817,73.64,122.785
11/13/2013,57,23.9,29.5,17.4,0,2,7.3,3.774,28.475,1.184,20.645,80.681,129.099
11/14/2013,64,23.5,30.5,17.4,0,2,8.7,4.617,47.24,1.268,15.573,104.41,168.245
11/15/2013,61,23.9,31.8,18.1,0,0,8.8,5.092,55.238,1.529,14.677,0,193.407
11/16/2013,56,25,32.1,17.9,0,2,8.5,4.983,50.74,1.457,13.778,0,178.337
11/17/2013,69,22.9,32,18.6,0,2,2.7,4.702,44.228,1.386,13.461,120.476,156.602
11/18/2013,60,24.5,31.6,18.2,0,2,6.8,4.798,36.338,1.439,14.115,97.218,139.662
11/19/2013,60,23.2,29.4,17.2,0,2,8.1,3.956,43.524,1.44,18.278,105.749,136.693
11/20/2013,66,22.1,28.9,17,0,2,8.1,5.418,44.131,1.939,18.799,126.792,163.73
11/21/2013,71,21.8,28.7,16.6,0,2,7.9,10.954,58.519,2.308,11.405,169.741,182.144
11/22/2013,67,22.7,29.6,16.2,0,2,7.9,4.858,49.679,1.844,14.482,104.191,165.53
11/23/2013,63,22.7,29,17.2,0,2.5,7,6.795,50.732,1.511,15.187,106.854,154.737
11/24/2013,65,22,28.2,16,0,2,5.8,9.483,57.9,1.488,21.528,161.635,234.025
11/25/2013,70,22.3,28.6,17.4,0,2,6.4,6.428,46.69,1.405,14.365,407.75,153.539
11/26/2013,72,22.7,29.6,16.7,0,0,7,7.159,44.751,1.68,14.427,147.143,162.189
11/27/2013,75,22.4,29,17.7,0,2,6.8,5.808,40.198,1.665,13.32,116.592,134.081
11/28/2013,69,23.2,30.2,17.2,0,2,7.7,7.138,44.01,1.578,16.065,126.705,142.905
11/29/2013,67,23.6,29.6,18.4,0,2,7.5,10.654,51.599,1.569,16.199,121.3,182.733
11/30/2013,71,23.4,29.5,19.4,0,2,6.4,8.38,48.352,1.324,14.016,124.69,171.893
12/1/2013,66,23.7,29.4,18.8,0,2.3,6,7.792,42.563,0.951,15.049,35.832,197.191
12/2/2013,65,23.5,29.8,19.4,0,2,7.7,6.338,37.044,1.517,15.342,136.709,171.886
12/3/2013,75,22.4,29,17.6,0,2,7.2,7.873,39.955,1.66,12.614,139.774,171.024
12/4/2013,69,23.4,30.5,17.5,0,2,7.5,5.751,46.482,1.76,11.481,85.408,138.539
12/5/2013,68,23.1,29,18.3,0,0,5,9.83,45.498,2.2,12.191,108.701,155.542
12/6/2013,70,22.4,29.4,19,0,0,7.9,7.903,52.3,3.406,13.037,119.546,180.133
12/7/2013,72,22.5,28.7,16.8,0,2,4.5,14.374,55.021,2.746,12.797,137.661,171.42
12/8/2013,68,22.6,28.8,18,0,2,6.1,12.412,49.595,2.985,11.733,115.416,153.563
12/9/2013,77,22.3,28.5,17,0,3,3,15.207,45.706,2.742,11.128,130.078,170.427
12/10/2013,71,22.4,28.6,18,0,2,7.8,7.789,38.418,1.317,12.005,97.597,116.563
12/11/2013,64,22,28,16.8,0,2,6.8,13.554,45.987,1.497,13.651,130.356,167.839
12/12/2013,67,20.1,26.5,16.6,0,0,2.8,20.779,49.137,1.65,13.341,217.519,266.898
12/13/2013,67,20,26.4,13.4,0,2,3,17.309,55.729,1.825,10.723,250.882,303.453
12/14/2013,70,19.4,26.4,15.1,0,2,3,21.739,63.697,1.987,10.519,260.013,348.993
12/15/2013,75,19.1,26.3,14,0,2,7,14.161,50.622,2.184,10.374,192.697,253.077
12/16/2013,68,19.5,27,13,0,2,6.5,14.252,57.135,2.37,9.96,156.159,223.559
12/17/2013,67,19,28,13,0,0,6.9,12.658,55.724,1.906,10.965,154.126,198.411
12/18/2013,69,19.3,26,13,0,2,3,18.72,56.142,2.093,9.301,211.118,261.138
12/19/2013,79,18.8,25,14.3,0,0,0,17.803,53.553,2.028,8.981,202.473,319.776
12/20/2013,80,19.7,24.7,14.5,0,2,0,15.453,62.693,2.607,8.371,246.447,350.048
12/21/2013,85,20,24.4,16.8,4,0,0.9,10.41,42.869,1.976,9.495,237.002,255.164
12/22/2013,80,20,25,16.3,0,0,1.1,10.718,40.383,1.857,10.163,173.882,221.43
12/23/2013,75,21,26.6,17,0,2,0.6,15.608,40.287,2.375,9.992,134.126,244.003
12/24/2013,68,20.8,26.4,17,0,2.8,5.5,20.164,37.476,2.457,16.54,193.998,250.895
12/25/2013,75,17.4,21.4,15.3,0,3,3.3,12.496,29.65,1.546,9.234,211.463,261.845
12/26/2013,73,17.5,21.6,13.8,0,2.3,0,19.573,36.396,1.429,16.718,220.93,278.024
12/27/2013,85,16,20.6,12.3,0,2,0,16.228,50.766,2.226,16.681,267.832,323.634
12/28/2013,84,16.6,22,13.3,0,0,0,18.426,44.831,2.23,10.039,260.349,315.957
12/29/2013,82,16.8,21.8,13.2,0,2,2.6,16.504,44.143,1.831,16.822,210.168,287.307
12/30/2013,72,17.3,24.3,13.6,0,2,4.8,14.032,44.797,2.62,10.722,184.581,258.062
12/31/2013,73,16.4,23.7,11.8,0,2,6,15.828,60.189,2.633,9.263,228.14,289.731
1/1/2014,63,19.2,25.7,11.2,0,2,6.3,22.669,52.622,2.717,9.788,198.608,313.21
1/2/2014,71,19.3,25.2,13.5,0,2,3.2,18.569,48.532,2.317,10.03,202.057,240.269
1/3/2014,66,18.2,23.2,13,0,2,5.7,15.863,47.681,1.949,11.054,179.545,244.225
1/4/2014,71,16.9,22.5,13.5,0,2,2.5,12.685,37.922,1.636,10.976,194.369,231.83
1/5/2014,76,17,22.4,13.5,0,2,0,15.191,32.041,1.986,10.742,237.305,257.574
1/6/2014,84,17.1,20.4,13.6,0,0,0,20.589,47.884,2.677,7.936,307.44,306.282
1/7/2014,77,17,22.7,12,0,2,0,16.703,50.489,2.372,9.843,257.555,361.547
1/8/2014,60,16.6,22.8,10.7,0,2,6.8,20.043,48.649,1.851,10.767,193.749,304.368
1/9/2014,87,14.4,20.1,10.3,0,2,0,14.755,33.671,1.827,10.059,228.069,279.205
1/10/2014,83,15.7,23.1,11,0,2,2.4,12.815,57.55,2.558,9.729,207.613,302.349
1/11/2014,63,20,27.2,11.7,0,2,6.9,12.994,67.9,2.998,10.233,216.176,365.772
1/12/2014,64,19.5,25,16.4,0,2,3.3,20.23,38.813,1.846,10.123,136.727,228.274
1/13/2014,67,20,25.7,15.8,0,2.5,5.6,20.745,46.531,1.853,9.836,130.204,206.126
1/14/2014,83,17.2,22.2,14.8,0,2,0.3,17.067,31.592,1.778,9.305,172.618,224.817
1/15/2014,88,15.8,17.7,14,0,2,0,8.946,29.728,1.592,16.473,135.904,213.839
1/16/2014,78,16.7,21.6,14.2,0,2.7,0,15.25,31.325,2.556,9.561,142.648,191.472
1/17/2014,84,17.2,23,13,0,2.3,2.7,12.743,35.516,2.299,9.197,155.379,199.034
1/18/2014,69,20.1,27.8,13.6,0,3,7.4,15.152,47.702,2.215,8.674,182.376,256.372
1/19/2014,72,20.3,27.2,13.6,0,4,4.5,20.206,41.355,1.92,9.36,153.815,218.307
1/20/2014,79,18.6,23.9,16.4,0,2,3.6,20.451,50.016,2.13,9.663,152.432,233.11
1/21/2014,85,16.7,22.4,13.2,0,2.5,3.6,7.354,30.194,2.563,7.845,122.15,182.716
1/22/2014,80,19.2,28.2,12.5,0,2,5.2,7.422,44.574,2.493,8.39,145.813,178.188
1/23/2014,66,21.4,28.5,15,0,2,7.2,20.286,60.726,1.574,9.901,171.44,312.982
1/24/2014,67,21,26.7,16.3,0,3,6.1,9.97,50.018,1.968,6.381,201.792,240.848
1/25/2014,61,21.2,27,16.4,0,2,7.6,11.457,51.666,1.359,14.024,180.755,222.658
1/26/2014,62,19.7,25,16,0,2.5,8.1,6.156,40.702,0.845,17.14,111.88,171.56
1/27/2014,70,17.5,23.8,14,0,2,7.3,6.712,40.669,0.87,8.279,126.871,194.793
1/28/2014,71,17.1,22.5,13,0,2.5,4.1,8.289,40.286,1.078,5.943,149.295,219.068
1/29/2014,67,19.3,28,13.5,0,2,7.9,11.034,52.279,5.395,4.172,156.714,244.652
1/30/2014,61,20,27.4,13.5,0,2.5,6.5,13.902,54.475,5.209,4.452,153.305,276.852
1/31/2014,81,18,24.2,14.5,0,3,5.6,6.154,32.818,1.964,4.561,189.888,304.485
2/1/2014,78,18.4,25,13.8,0,2.5,4.3,7.258,33.885,1.381,4.404,161.293,266.917
2/2/2014,66,19.3,27.5,13.3,0,2.8,8.1,7.08,35.755,1.064,4.981,141.578,234.864
2/3/2014,67,17.6,25,12,0,2.5,7.4,6.511,36.572,1.349,5.057,132.659,214.425
2/4/2014,77,16.2,21.5,11.6,0,3,2.6,8.109,46.022,1.423,4.88,177.421,285.601
2/5/2014,74,19.6,26.8,12.5,0,2,2.9,7.547,54.312,2.291,4.747,197.538,342.258
2/6/2014,67,21.1,28.4,15.4,0,2,6.4,15.54,56.506,3.009,3.995,194.435,345.226
2/7/2014,59,21.9,29,15.2,0,3,7.9,9.813,76.904,4.018,4.698,167.115,377.273
2/8/2014,67,23.6,30.4,17.6,0,2,7.4,10.716,40.454,1.547,4.828,117.539,218.763
2/9/2014,65,23.1,30,19,0,2,4.3,11.895,42.486,1.799,5.054,92.254,204.851
2/10/2014,51,22,28,17.5,0,2,7.5,14.27,59.569,2.45,4.828,99.739,242.214
2/11/2014,51,22.4,27.7,17.4,0,2.3,4.8,7.588,56.188,1.02,5.438,109.683,250.492
2/12/2014,44,21.5,27.4,16.8,0,2,8.7,10.431,52.422,1.425,5.314,94.611,196.789
2/13/2014,48,20.7,27.7,14.8,0,2.8,8.6,7.862,56.845,1.797,5.597,92.119,203.499
2/14/2014,45,21.6,28,14.7,0,2,7.2,9.033,54.044,2.684,5.575,104.599,216.618
2/15/2014,71,19.6,24.2,17.5,0,2.8,0.9,6.989,43.69,1.558,4.973,80.03,143.362
2/16/2014,87,18.8,22.1,16.8,1,2.3,0,3.861,40.65,1.673,3.935,71.278,109.9
2/17/2014,79,17.9,23,17,8,2,3.6,6.905,18.985,2.017,4.018,61.712,112.408
2/18/2014,59,18.8,24.8,12.2,3,2.7,8.6,10.444,50.855,1.652,4.852,111.769,156.974
2/19/2014,56,21.2,27.4,14.2,0,2,9,10.048,54.08,0.701,4.93,112.326,189.147
2/20/2014,58,21,27.8,16.6,0,2,9,10.55,42.163,0.895,4.844,136.673,205.87
2/21/2014,58,20.9,27.5,14,0,2.7,8.4,15.206,58.057,1.145,5.243,176.028,314.241
2/22/2014,59,21.9,28.5,14.6,0,2,7.9,15.41,67.387,4.485,4.991,210,328.65
2/23/2014,58,23.1,28.5,17.5,0,2.7,5.2,15.067,59.995,1.692,5.101,233.263,338.132
2/24/2014,64,23.4,28.8,18.7,0,2,8.2,12.915,45.612,1.523,4.753,107.705,188.703
2/25/2014,52,24.3,29,19.4,0,2.5,8.4,15.657,55.323,1.535,4.893,103.707,203.071
2/26/2014,58,22.7,28.5,17.1,0,2,7.1,14.768,60.6,1.514,4.806,122.92,235.605
2/27/2014,56,23.4,29.2,16.6,0,2.5,5.7,19.179,63.734,1.412,5.116,148.866,258.811
2/28/2014,65,22.3,29,17.6,0,5,5.3,8.793,49.732,1.969,4.569,78.478,168.433
3/1/2014,57,23.4,28.6,17.7,0,2,5.7,13.38,54.508,1.756,4.415,75.214,149.519
3/2/2014,59,23.4,29.2,18.2,0,2.8,6.2,9.324,49.921,1.073,4.536,64.294,130.899
3/3/2014,55,24,29.4,18.5,0,2,8.9,11.807,48.666,2.338,7.885,121.44,171.59
3/4/2014,46,23.9,29.4,19.8,0,3,8.1,16.221,52.934,1.179,4.988,70.223,182.374
3/5/2014,52,23.2,29,19.6,0,2.7,9.6,15.791,52.131,1.216,5.482,92.819,184.028
3/6/2014,52,23.7,29.2,18,0,2,9.5,13.344,67.6,1.706,6.572,106.589,216.263
3/7/2014,48,23.3,29.4,17.1,0,4.7,9.9,10.141,61.181,1.358,5.312,109.164,220.864
3/8/2014,47,22.8,29.4,16,0,2,10,15.139,69.595,1.86,5.238,95.68,223.244
3/9/2014,44,23.7,30.2,16.3,0,2,8.8,16.848,81.894,1.234,8.468,113.572,239.576
3/10/2014,45,24.5,29.7,16.6,0,2.8,8.2,18.07,65.164,1.205,13.535,108.179,230.313
3/11/2014,45,24.6,31,18.8,0,2,10.2,23.391,62.967,1.371,14.289,118.535,224.616
3/12/2014,47,26.1,32.2,18.2,0,2,9.7,34.69,78.923,2.208,12.496,220.795,421.134
3/13/2014,52,27.1,33.2,21.6,0,2,6.1,25.305,52.664,1.656,11.932,157.297,273.323
3/14/2014,45,26.8,32.5,20.7,0,2,9.8,13.622,66.811,1.882,11.313,96.613,208.562
3/15/2014,40,25.9,32.1,19,0,3,10.2,15.871,66.075,1.299,14.471,94.399,186.36
3/16/2014,42,25.8,32.6,20.5,0,2.3,10.2,16.676,67.995,1.286,14.523,106.788,211.577
3/17/2014,44,26.5,33.6,18.2,0,2,10.1,31.858,78.149,2.134,10.676,194.07,358.696
3/18/2014,60,27.9,33.8,20.5,0,2,6.9,20.698,47.962,1.289,7.04,178.388,298.951
3/19/2014,64,28.3,34,24.2,0,2.5,9.3,9.214,30.893,0.662,4.105,78.185,150.289
3/20/2014,52,27.4,33.3,22.5,0,2,9.3,7.441,29.817,0.579,6.498,74.532,164.983
3/21/2014,50,27.1,32.7,20.1,0,2,8,19.102,14.727,1.477,3.807,146.092,241.794
3/22/2014,57,27.2,34.1,21.3,0,2,9.3,18.537,13.23,1.175,3.816,112.593,201.741
3/23/2014,58,26,31.4,20,10,2,8.2,20.51,12.383,0.951,6.485,80.756,106.951
3/24/2014,65,26.5,33,22,0,2.5,5.5,7.044,10.595,1.073,6.181,68.954,132.057
3/25/2014,66,27.1,32.1,20.5,0,2,8.4,1.132,11.341,1.204,3.105,69.495,145.855
3/26/2014,67,28.5,33.7,23.5,0,2,5.5,0.824,2.519,0.98,2.477,68.765,131.018
3/27/2014,65,30.2,36,25.2,0,2,8.5,1.188,13.046,1.076,3.285,57.029,130.096
3/28/2014,56,30.5,36.3,25.8,0,3,8.2,2.564,8.942,1.037,2.839,63.885,141.044
3/29/2014,42,31.5,38,25.5,0,2,9.9,3.841,16.408,1.098,3.112,75.015,172.055
3/30/2014,47,31.5,37.6,25.6,0,2.7,9.7,3.891,19.086,1.2,4.094,70.048,165.904
3/31/2014,51,31.6,37.8,25.6,0,2,9.4,3.558,16.231,1.38,3.862,76.452,176.423
4/1/2014,58,30.7,36.6,26.2,0,2,8.8,3.07,13.594,1.129,3.522,63.976,143.059
4/2/2014,54,30.9,36.4,26,0,2,9.1,3.1,16.088,1.278,4.313,76.102,164.367
4/3/2014,59,29.7,37,25.2,0,2,8.1,2.774,13.467,1.11,3.747,71.796,182.072
4/4/2014,69,25,30.6,18.9,54,2,6.9,3.604,16.46,1.169,3.48,53.789,90.624
4/5/2014,65,27.7,33,21.5,6,2,7.5,4.407,20.655,1.538,3.461,99.23,178.907
4/6/2014,70,27.9,35,24.2,0,2,7.6,4.378,22.229,1.387,2.785,78.211,148.516
4/7/2014,68,29.5,34,23.3,1,2.3,8.4,5.345,4.527,1.342,2.647,62.989,138.88
4/8/2014,71,29.9,34.2,26.8,0,2.7,6.8,4.426,2.263,1.165,2.465,38.52,97.604
4/9/2014,68,30.5,34.7,27.2,0,3.3,7.7,4.244,5.072,1.133,2.774,40.117,95.789
4/10/2014,60,29.6,35.4,25,0,2,8.5,4.175,19.544,1.198,3.63,48.242,116.552
4/11/2014,52,30.2,36.6,24,0,2,9.2,4.721,29.249,1.629,4.363,74.711,162.199
4/12/2014,50,30.8,35.8,25.5,0,2,9.8,4.882,20.658,1.415,4.059,61.33,138.709
4/13/2014,42,30.1,35.7,23.3,0,2,9.9,4.877,24.37,1.482,5.373,55.923,126.335
4/14/2014,50,29.7,36,23.6,0,3,9.7,5.46,31.648,2.085,5.26,102.87,265.309
4/15/2014,51,29.8,35.6,25.4,0,2,7.2,5.506,36.781,2.686,6.318,116.913,244.235
4/16/2014,49,31.6,37.2,25.2,0,2,8.9,5.666,29.466,2.344,5.342,114.717,224.207
4/17/2014,63,31.3,37.2,25.2,0,2,8.3,3.301,9.245,1.422,3.676,50.31,107.937
4/18/2014,58,32.2,37.7,24.8,0,2,9,3.535,17.8,1.466,3.33,63.708,156.525
4/19/2014,58,31.8,37.7,28.2,0,2,6.7,3.865,18.838,1.844,3.397,77.967,183.841
4/20/2014,51,32.6,38.5,26,0,2,9.7,3.958,30.708,2.342,6.789,103.97,231.188
4/21/2014,40,32,37.8,27,0,2,9.9,4.551,36.731,2.412,5.458,114.179,260.833
4/22/2014,37,32.4,39,22.6,0,2,10,5.027,52.921,3.38,6.824,119.204,266.868
4/23/2014,36,32.8,39.4,26.8,0,2,9.4,5.57,43.109,2.898,6.946,110.929,248.779
4/24/2014,38,34.4,40.2,27.8,0,2.3,9.5,5.481,30.627,2.072,7.259,90.751,218.848
4/25/2014,50,32.2,39,28.9,0,2.5,8.7,5.007,20.772,1.871,3.717,66.685,166.137
4/26/2014,58,31.5,38,28,0,2.3,9.1,5.229,15.865,1.721,3.745,59.811,123.993
4/27/2014,64,32.2,37.5,25.5,1,2,9.6,4.243,18.495,1.873,4.369,57.729,122.284
4/28/2014,68,29.4,35,22.5,0,2,5.1,2.441,15.606,1.676,4.599,46.582,113.827
4/29/2014,65,30.4,36.5,28.3,7,2,8.3,2.457,6.04,1.619,3.587,39.128,99.096
4/30/2014,65,31,36,20.3,11,2.3,10.2,2.275,17.753,1.74,3.994,51.992,99.643
5/1/2014,68,29.4,36,27.4,0,5.5,8.6,2.772,1.299,1.575,3.25,38.404,87.911
5/2/2014,64,29.5,33.5,21.1,15,4.5,7.3,3.078,11.163,1.64,4.845,38.967,80.892
5/3/2014,60,28.7,34.7,26.8,3,2,6,3.353,13.263,1.732,3.304,37.824,87.099
5/4/2014,61,30.3,35.5,23.8,0,2,10,3.065,12.735,1.7,4.073,47.393,99.118
5/5/2014,72,28.4,31.2,27.2,0,2,2.1,2.804,13.231,1.813,2.906,37.401,82.529
5/6/2014,60,31.3,35.5,25.6,0,2,8.2,2.806,18.788,1.922,3.536,69.015,124.401
5/7/2014,78,27.7,35.3,27.3,0,2.5,5.5,2.954,8.95,1.744,2.345,25.905,62.102
5/8/2014,68,30.6,36,23.7,22,2,7.7,3.075,5.932,1.711,2.759,24.746,65.908
5/9/2014,65,32.3,37.7,28.5,0,3,9.3,3.379,5.435,1.796,3.544,21.594,64.924
5/10/2014,65,31.6,35.6,28.6,0,2,2.6,3.616,11.916,1.951,3.084,30.913,76.18
5/11/2014,76,28.7,32.7,24.7,1,3,6,3.281,6.595,1.919,3.082,19.126,48.764
5/12/2014,69,31.4,35.8,26.5,3,3.7,9.2,3.131,5.698,1.89,3.763,28.809,71.411
5/13/2014,69,31.1,37.4,28.3,0,3.3,9,2.912,6.413,1.827,3.029,36.926,88.127
5/14/2014,61,30.9,37,27,15,2.5,8.1,7.601,24.271,0.653,2.832,49.511,105.728
5/15/2014,63,30.6,36.7,26.8,0,2.3,7,3.879,19.802,0.833,2.802,46.423,111.482
5/16/2014,61,31.9,37.8,26.7,0,2,9.3,4.21,30.438,1.445,3.092,56.614,127.953
5/17/2014,65,31.8,36.5,28.5,0,2,8.5,2.859,43.455,1.284,3.269,55.324,105.806
5/18/2014,64,32.3,37,28.4,0,2,7.9,2.951,46.077,3.182,3.585,53.864,112.192
5/19/2014,67,32.2,36.4,28.3,0,3.7,7.5,1.402,39.469,1.859,2.913,57.599,102.154
5/20/2014,66,32.1,37.4,28.3,0,3,8.8,2.922,27.476,1.456,3.115,63.937,133.321
5/21/2014,64,31.9,37.4,27.5,0,2.2,9.2,0,15.485,1.651,2.211,38.5,101.202
5/22/2014,64,32.3,36.8,28,0,2,9,0,14.472,1.648,2.307,26.864,77.021
5/23/2014,62,33.1,38,28.7,0,2.5,9.9,0,13.362,1.62,2.278,25.272,66.073
5/24/2014,75,28.4,35.7,29.5,0,3,3.6,0,15.179,1.738,2.186,24.8,54.88
5/25/2014,82,27.5,34,24.7,34,3,4.5,2.673,42.454,1.609,2.87,43.349,73.673
5/26/2014,75,29.3,33.8,24.7,20,2,4.7,2.494,36.499,1.951,2.892,39.483,73.498
5/27/2014,82,28.5,32.4,26.8,0,2,3.2,3.47,35.238,2.452,3.049,50.018,79.467
5/28/2014,83,27.9,30.8,25.1,10,4.5,2.1,2.155,25.789,1.493,3.073,40.005,79.601
5/29/2014,65,30.4,35.3,25.2,18,4,10.5,2.075,21.746,1.055,3.264,25.439,41.82
5/30/2014,76,27.6,31.2,27.5,0,6,2.5,2.334,31.482,1.391,5.3,41.058,51.065
5/31/2014,85,26.9,29.5,25,6,2,0,2.431,34.396,1.756,4.791,45.368,56.898
6/1/2014,81,27.4,31.1,24.2,5,2,1,2.265,30.345,1.534,5.465,37.404,46.953
6/2/2014,89,27,29.6,24.5,24,2,0,2.572,33.3,1.76,4.861,45.183,92.557
6/3/2014,79,29.2,33.4,25.5,52,2.5,2.5,2.264,23.009,1.597,5.193,34.866,97.237
6/4/2014,74,30.7,35.6,27.2,15,2,8.8,2.456,19.734,2.083,5.373,37.079,49.833
6/5/2014,71,31.7,36.4,27.8,0,2,7.3,2.946,20.304,3.428,4.761,36.161,49.95
6/6/2014,68,31.7,35.6,28,0,2,8.4,2.407,19.398,2.896,5.305,27.283,43.089
6/7/2014,68,31.7,35.2,28.2,0,2,8.1,2.103,19.446,2.857,5.257,28.912,85.536
6/8/2014,66,32,36,28.5,0,2,8.9,12.665,19.565,0.81,3.447,33.108,68.697
6/9/2014,68,32,35.4,29,0,2.2,5.3,12.615,18.146,2.466,3.377,19.367,40.793
6/10/2014,73,31.3,36.4,28.8,0,2.3,3.7,6.751,25.17,1.361,3.521,32.85,66.775
6/11/2014,79,27.8,33.8,29,0,2,1.8,1.775,35.969,1.892,3.56,38.725,59.22
6/12/2014,73,32.3,36.6,23.2,22,2,5.9,3.401,29.661,2.208,3.443,42.839,75.548
6/13/2014,75,30,34,23.9,0,2.3,3.7,6.303,33.233,2.395,3.568,39.001,87.546
6/14/2014,67,32.2,37,26.6,12,2,8.8,6.3,27.971,2.442,3.908,48.189,79.535
6/15/2014,70,31,36.7,27.8,0,2,8,6.341,32.571,2.407,3.854,35.133,51.463
6/16/2014,71,31.3,35,25.8,21,2,2.1,6.704,41.051,3.487,3.66,45.487,68.386
